Code,Factor1,Factor2,Cluster,Name
95190,-2.9497392,-6.475262,2,レノバ
13770,-2.7509394,-6.5738893,2,サカタのタネ
60350,-3.4774737,-6.7134557,8,アイ・アールジャパンホールディングス
67270,-3.2022192,-5.5504913,15,ワコム
45490,-3.3131835,-5.752932,15,栄研化学
20040,-2.8262835,-6.4767203,2,昭和産業
37080,-1.9170485,-5.1633353,7,特種東海製紙
79940,-2.7784407,-5.348879,11,オカムラ
62770,-2.9059436,-5.640309,11,ホソカワミクロン
77620,-1.178407,-5.3425603,3,シチズン時計
69080,-2.4912124,-3.9329705,1,イリソ電子工業
62870,-1.8673387,-5.5844793,16,サトーホールディングス
90390,-1.7002996,-7.044191,4,サカイ引越センター
86280,-0.91095114,-5.597296,3,松井証券
72260,-1.4456228,-4.7266717,6,極東開発工業
96050,-1.6022507,-7.3961635,5,東映
22810,-1.9580417,-5.7381234,16,プリマハム
51860,-2.392448,-4.60137,13,ニッタ
46260,-3.6729178,-4.042964,9,太陽ホールディングス
32440,-1.8390653,-6.902177,4,サムティ
77440,-3.3909721,-5.0622907,15,ノーリツ鋼機
46170,-2.4498794,-5.299027,11,中国塗料
94120,-3.177679,-6.238979,2,スカパーＪＳＡＴホールディングス
27910,-2.1251252,-6.8908978,4,大黒天物産
61180,-2.3795056,-3.5885203,1,アイダエンジニアリング
66220,-2.8756154,-4.880153,13,ダイヘン
78210,-1.610421,-6.6443477,0,前田工繊
99480,-1.5885354,-6.4763417,0,アークス
17620,-1.9999179,-5.416941,16,高松コンストラクショングループ
83670,-0.30467936,-3.490061,19,南都銀行
19690,-1.7992436,-5.125347,7,高砂熱学工業
94240,-1.0391524,-6.2378716,0,日本通信
75450,-2.8908288,-6.036458,2,西松屋チェーン
80980,-2.222651,-3.8476138,1,稲畑産業
30870,-1.9401045,-8.302502,10,ドトール・日レスホールディングス
21700,-2.9119127,-7.7244473,14,リンクアンドモチベーション
82190,-2.3648884,-8.187242,10,青山商事
54510,-2.3594322,-4.355457,13,淀川製鋼所
31320,-2.206157,-4.091377,1,マクニカホールディングス
79900,-2.7222636,-5.9425745,2,グローブライド
81730,-2.1293702,-5.2741838,7,上新電機
32220,-1.5869049,-6.441686,0,ユナイテッド・スーパーマーケット・ホールディングス
83700,-0.1542115,-3.5031497,19,紀陽銀行
95510,-2.8618915,-6.0102143,2,メタウォーター
63680,-2.051639,-6.236264,18,オルガノ
97900,-4.146744,-7.01772,8,福井コンピュータホールディングス
81300,-1.6710039,-5.656992,16,サンゲツ
57270,-1.2051026,-3.5029764,12,東邦チタニウム
57260,-1.2366538,-3.4867775,12,大阪チタニウムテクノロジーズ
67030,-1.753568,-3.1520617,1,沖電気工業
78640,-1.7715267,-5.53604,16,フジシールインターナショナル
78160,-2.182583,-7.3025656,4,スノーピーク
97590,-3.9308062,-7.274481,8,ＮＳＤ
69660,-3.9296873,-3.8086345,9,三井ハイテック
75930,-1.9470905,-5.7372384,16,ＶＴホールディングス
77340,-2.1187143,-4.7901373,7,理研計器
59110,-2.1645858,-5.15581,7,横河ブリッジホールディングス
70140,-1.9670585,-3.612882,1,名村造船所
64320,-1.9340136,-4.1491003,12,竹内製作所
74560,-2.9427598,-5.6287036,11,松田産業
67370,-2.5960596,-5.562803,11,ＥＩＺＯ
68750,-2.8597748,-6.7080803,2,メガチップス
19730,-3.3249335,-5.936196,15,ＮＥＣネッツエスアイ
83610,-0.21744865,-3.4773386,19,大垣共立銀行
39260,-2.0282664,-8.143584,10,オープンドア
75160,-3.5635765,-6.5831385,8,コーナン商事
45530,-2.3017862,-6.227651,18,東和薬品
80050,-2.8744783,-6.771637,2,スクロール
31100,-1.6506455,-5.480022,16,日東紡績
54400,-1.5240773,-4.3416514,12,共英製鋼
64640,-1.9721193,-3.0729604,1,ツバキ・ナカシマ
21540,-3.3818789,-5.5687046,15,夢真ビーネックスグループ
30340,-2.337624,-6.714169,4,クオールホールディングス
60580,-2.0893836,-7.3706903,4,ベクトル
61910,-2.0823572,-8.230746,10,エアトリ
85110,-1.7644289,-5.883682,16,日本証券金融
85150,-0.6524064,-5.3637643,3,アイフル
47330,-2.1283638,-6.4455814,18,オービックビジネスコンサルタント
49850,-2.7980685,-6.131333,2,アース製薬
72200,-2.250403,-2.7416232,17,武蔵精密工業
34450,-4.0562496,-3.810671,9,ＲＳＴｅｃｈｎｏｌｏｇｉｅｓ
31480,-1.6544372,-6.381887,0,クリエイトＳＤホールディングス
49960,-2.5195775,-5.837017,11,クミアイ化学工業
30310,-3.5374517,-7.377551,14,ラクーンホールディングス
99360,-2.192919,-7.500891,10,王将フードサービス
60360,-3.0327296,-6.481404,2,ＫｅｅＰｅｒ技研
33280,-2.956186,-7.4442854,14,ＢＥＥＮＯＳ
78600,-2.107161,-7.145034,4,エイベックス
16620,-1.7874198,-5.177474,7,石油資源開発
65080,-3.070038,-3.711841,17,明電舎
72960,-2.2215018,-2.7547324,17,エフ・シー・シー
60950,-3.6888735,-6.9704347,8,メドピア
83360,-0.11764892,-3.406473,19,武蔵野銀行
90100,-1.6706986,-7.7717257,5,富士急行
30970,-1.7124399,-7.8854885,5,物語コーポレーション
69140,-3.121383,-5.8044977,15,オプテックスグループ
80160,-2.0709279,-7.84585,10,オンワードホールディングス
38630,-1.3890504,-5.1924043,6,日本製紙
45690,-2.2770073,-5.8878636,18,キョーリン製薬ホールディングス
49740,-2.956881,-6.846827,2,タカラバイオ
46940,-2.3072586,-6.3988433,18,ビー・エム・エル
81670,-3.401341,-6.34501,2,リテールパートナーズ
82810,-1.9377517,-6.90886,4,ゼビオホールディングス
30480,-1.7799025,-6.948589,4,ビックカメラ
24710,-3.3289304,-6.9509144,14,エスプール
49170,-1.9741344,-6.140326,18,マンダム
69950,-2.2578754,-2.8743105,17,東海理化電機製作所
65900,-3.7323015,-3.7756958,9,芝浦メカトロニクス
60130,-2.3450596,-5.572884,11,タクマ
79150,-2.57833,-3.2117374,17,ＮＩＳＳＨＡ
81790,-1.6443353,-8.062365,5,ロイヤルホールディングス
40410,-2.237428,-4.4090624,7,日本曹達
21210,-2.5515814,-6.470379,2,ＭＩＸＩ
59490,-2.1709127,-2.7162604,17,ユニプレス
22700,-1.7644866,-6.1551914,16,雪印メグミルク
46800,-1.9540554,-8.236358,10,ラウンドワン
43260,-2.6293511,-6.1350474,2,インテージホールディングス
81530,-2.2127595,-7.146145,4,モスフードサービス
49580,-2.443649,-5.8410916,18,長谷川香料
82140,-2.3190851,-8.177011,10,ＡＯＫＩホールディングス
65160,-3.1261718,-4.3034887,13,山洋電気
39030,-3.32147,-6.4321537,2,ｇｕｍｉ
29310,-2.209882,-7.0911407,4,ユーグレナ
98420,-3.1735687,-6.360048,2,アークランズ
62500,-2.399883,-4.022601,1,やまびこ
31910,-2.3587475,-6.2954354,18,ジョイフル本田
62580,-2.9916167,-3.7194564,17,平田機工
83410,-0.24010825,-3.3971004,19,七十七銀行
69970,-3.0911655,-3.2387416,17,日本ケミコン
83660,-0.06558789,-3.571151,19,滋賀銀行
49750,-2.2441354,-6.547785,4,ＪＣＵ
49710,-3.5008214,-4.244401,9,メック
74330,-2.5278502,-3.9882755,1,伯東
35690,-1.9238225,-4.8145456,7,セーレン
44710,-2.526332,-4.517391,13,三洋化成工業
84250,-1.1638798,-3.9226217,12,みずほリース
61400,-2.714976,-3.6570864,1,旭ダイヤモンド工業
54810,-1.7537446,-3.4598017,1,山陽特殊製鋼
95170,-2.7122388,-6.304432,2,イーレックス
41870,-2.971822,-6.5114093,2,大阪有機化学工業
95430,-2.5093007,-5.51987,11,静岡ガス
87140,-0.33196655,-3.401958,19,池田泉州ホールディングス
36360,-2.362389,-6.572147,4,三菱総合研究所
48190,-2.9688032,-6.1821947,2,デジタルガレージ
66320,-2.4662354,-3.4838965,1,ＪＶＣケンウッド
82420,-2.169795,-7.9804864,10,エイチ・ツー・オーリテイリング
93030,-1.3824806,-5.1980667,6,住友倉庫
36610,-3.0944574,-6.2650657,2,エムアップホールディングス
74190,-2.4672196,-5.9044504,18,ノジマ
80680,-4.1113954,-4.617987,9,菱洋エレクトロ
68590,-2.8236463,-4.9123,13,エスペック
15180,-2.2487144,-4.886658,7,三井松島ホールディングス
48250,-2.332969,-6.720861,4,ウェザーニューズ
19410,-2.3899395,-4.8654447,7,中電工
62000,-2.4414022,-7.6358166,10,インソース
57410,-1.834604,-3.5060894,1,ＵＡＣＪ
22920,-2.129428,-6.072653,18,ＳＦｏｏｄｓ
97430,-2.3708832,-7.630427,10,丹青社
29290,-3.2668667,-7.013786,14,ファーマフーズ
68070,-2.0417478,-3.481016,1,日本航空電子工業
81330,-2.0377944,-4.941097,7,伊藤忠エネクス
48480,-2.90355,-7.4168158,14,フルキャストホールディングス
79810,-2.0310555,-5.260218,7,タカラスタンダード
34650,-2.4801722,-6.1777987,18,ケイアイスター不動産
64740,-3.1591387,-3.1574395,17,不二越
57030,-1.6818933,-3.5157752,12,日本軽金属ホールディングス
68710,-4.079229,-3.856368,9,日本マイクロニクス
96990,-1.386972,-7.1052594,5,西尾レントオール
67680,-2.992346,-3.4690435,17,タムラ製作所
33710,-2.4916055,-6.6185155,4,ソフトクリエイトホールディングス
97160,-2.5261328,-7.674278,10,乃村工藝社
15150,-2.3226953,-5.071445,7,日鉄鉱業
22960,-1.7554787,-6.13746,16,伊藤ハム米久ホールディングス
67400,-2.6595347,-6.2127213,2,ジャパンディスプレイ
65070,-2.8989215,-4.8375373,13,シンフォニアテクノロジー
60800,-3.8434622,-7.431471,8,Ｍ＆Ａキャピタルパートナーズ
53840,-3.2299204,-5.4492874,15,フジミインコーポレーテッド
18210,-1.7531866,-4.3920617,12,三井住友建設
68660,-3.213651,-5.3613157,15,日置電機
37620,-3.7982693,-7.13774,8,テクマトリックス
97490,-3.7522688,-6.9738407,8,富士ソフト
24920,-1.4713981,-7.877777,5,インフォマート
72390,-2.0794303,-3.924691,1,タチエス
52020,-2.3682353,-3.311777,1,日本板硝子
93020,-2.2874265,-5.6335015,11,三井倉庫ホールディングス
91100,-0.85625935,-4.478818,6,ＮＳユナイテッド海運
23530,-2.5062506,-7.415619,10,日本駐車場開発
97280,-3.3527083,-5.9463987,15,日本管財
19610,-1.9135795,-5.0604563,7,三機工業
89230,-1.0241556,-4.6980534,6,トーセイ
17200,-1.9224527,-4.966047,7,東急建設
30360,-2.6378875,-4.303376,13,アルコニックス
23270,-3.5132632,-7.5885124,14,日鉄ソリューションズ
45770,-2.2307112,-5.2392125,7,ダイト
96920,-3.5305836,-7.2665386,14,シーイーシー
33870,-1.7378932,-8.090491,5,クリエイト・レストランツ・ホールディングス
65840,-1.3542793,-3.8145294,12,三櫻工業
81140,-2.076427,-6.2565393,18,デサント
29180,-1.9498223,-5.8145604,16,わらべや日洋ホールディングス
25900,-1.9343191,-6.7986445,4,ダイドーグループホールディングス
53100,-2.5495026,-3.5973434,1,東洋炭素
68440,-2.9872801,-3.3652153,17,新電元工業
66520,-2.5553424,-3.8258698,1,ＩＤＥＣ
66510,-2.511051,-5.0217056,11,日東工業
22200,-2.3533974,-5.847151,18,亀田製菓
43690,-4.083578,-3.9584887,9,トリケミカル研究所
23950,-3.1151788,-6.5756474,2,新日本科学
22220,-1.8620073,-7.882197,5,寿スピリッツ
18350,-1.8994211,-5.3339844,7,東鉄工業
72500,-2.4452012,-2.7228603,17,太平洋工業
45340,-2.0337267,-6.2578807,18,持田製薬
97870,-2.2317462,-5.9622817,18,イオンディライト
97930,-2.5498571,-6.0933127,18,ダイセキ
21570,-2.0526526,-8.101084,10,コシダカホールディングス
23790,-2.498875,-7.809398,10,ディップ
90900,-2.375832,-6.5224457,18,ＡＺ−ＣＯＭ丸和ホールディングス
24910,-3.6536484,-7.3885603,14,バリューコマース
53440,-3.5249817,-4.085824,9,ＭＡＲＵＷＡ
75750,-2.8288426,-6.313514,2,日本ライフライン
61830,-2.8362167,-6.394192,2,ベルシステム２４ホールディングス
19420,-1.8331536,-4.9781394,7,関電工
66410,-2.9204829,-5.1252775,11,日新電機
36570,-3.175351,-6.153472,2,ポールトゥウィンホールディングス
66190,-2.128742,-7.7193522,10,ダブル・スコープ
58570,-3.2474365,-5.5453672,15,アサヒホールディングス
94160,-2.690475,-7.9903207,10,ビジョン
23260,-3.7226315,-7.227743,8,デジタルアーツ
65440,-3.1095037,-7.3003125,14,ジャパンエレベーターサービスホールディングス
83580,-0.22140782,-3.3783097,19,スルガ銀行
61940,-2.7802947,-7.4895597,14,アトラエ
58050,-1.9446096,-4.222931,12,昭和電線ホールディングス
90750,-1.6671627,-5.598103,16,福山通運
64120,-2.2142754,-6.9261065,4,平和
21240,-2.7650719,-7.781413,10,ジェイエイシーリクルートメント
79760,-1.9398174,-5.578793,16,三菱鉛筆
80500,-1.2147998,-5.551218,3,セイコーグループ
17660,-2.876332,-5.5561943,11,東建コーポレーション
32010,-2.5175815,-5.048827,11,日本毛織
94090,-2.1012743,-6.2598486,18,テレビ朝日ホールディングス
45590,-1.9608176,-6.121903,18,ゼリア新薬工業
57020,-2.580216,-4.1892605,13,大紀アルミニウム工業所
80790,-2.6218066,-5.7689395,11,正栄食品工業
45510,-2.109087,-5.734399,16,鳥居薬品
85440,-0.12934291,-3.415107,19,京葉銀行
53930,-2.305442,-4.8459272,7,ニチアス
82180,-3.451188,-6.56223,8,コメリ
80570,-2.1547992,-6.668249,4,内田洋行
97570,-2.7883153,-5.880824,11,船井総研ホールディングス
41090,-2.8815677,-5.722616,11,ステラケミファ
47220,-2.7152333,-6.0415983,2,フューチャー
77180,-3.2987301,-3.517157,17,スター精密
30760,-2.7212534,-5.4136066,11,あいホールディングス
58510,-1.9979969,-3.1906116,1,リョービ
80220,-2.6321561,-5.7245784,11,美津濃
81940,-2.0430903,-6.1661844,18,ライフコーポレーション
69990,-2.7127664,-3.3397038,17,ＫＯＡ
80740,-2.3640919,-3.970944,1,ユアサ商事
67070,-3.0711036,-3.2006888,17,サンケン電気
30280,-1.8107294,-7.547216,5,アルペン
80970,-0.94645953,-3.8645613,12,三愛オブリ
63230,-4.1952143,-4.1255465,9,ローツェ
21460,-3.4161284,-7.733578,14,ＵＴグループ
