Code,IndexSector
31820,TOPIX Small 1
31830,TOPIX Small 2
31860,TOPIX Small 1
31910,TOPIX Small 1
31930,TOPIX Small 2
31960,TOPIX Small 2
31970,TOPIX Mid400
31980,TOPIX Small 2
31990,TOPIX Small 2
32010,TOPIX Small 1
32210,TOPIX Small 2
32280,TOPIX Small 2
32310,TOPIX Mid400
32320,TOPIX Small 2
32440,TOPIX Small 1
32450,TOPIX Small 2
32520,TOPIX Small 2
32670,TOPIX Small 2
32750,TOPIX Small 2
32760,TOPIX Small 2
32840,TOPIX Small 2
32880,TOPIX Mid400
32890,TOPIX Mid400
32910,TOPIX Mid400
32990,TOPIX Small 2
33020,TOPIX Small 2
33150,TOPIX Small 2
33190,TOPIX Small 2
33280,TOPIX Small 1
33330,TOPIX Small 2
33410,TOPIX Small 2
33490,TOPIX Mid400
33600,TOPIX Mid400
33710,TOPIX Small 1
33820,TOPIX Core30
33870,TOPIX Small 1
33880,TOPIX Small 2
33910,TOPIX Mid400
33930,TOPIX Small 2
33950,TOPIX Small 2
33970,TOPIX Small 1
34010,TOPIX Mid400
34020,TOPIX Large70
34050,TOPIX Mid400
34070,TOPIX Large70
34150,TOPIX Small 2
34310,TOPIX Small 2
34330,TOPIX Small 1
34360,TOPIX Mid400
34430,TOPIX Small 2
34450,TOPIX Small 1
34460,TOPIX Small 2
34520,TOPIX Small 2
34540,TOPIX Small 2
34570,TOPIX Small 2
34580,TOPIX Small 2
34640,TOPIX Small 2
34650,TOPIX Small 1
34670,TOPIX Small 2
34750,TOPIX Small 2
34800,TOPIX Small 2
34820,TOPIX Small 2
34840,TOPIX Small 2
34860,TOPIX Small 2
34890,TOPIX Small 2
35010,TOPIX Small 2
35210,TOPIX Small 2
35260,TOPIX Small 2
35290,TOPIX Small 2
35380,TOPIX Small 2
35390,TOPIX Small 1
35430,TOPIX Small 1
35440,TOPIX Small 2
35460,TOPIX Small 2
35480,TOPIX Small 2
35490,TOPIX Mid400
35590,TOPIX Small 2
35610,TOPIX Small 2
35630,TOPIX Mid400
35650,TOPIX Small 2
35690,TOPIX Small 1
35800,TOPIX Small 2
35910,TOPIX Mid400
35930,TOPIX Small 1
36080,TOPIX Small 2
36110,TOPIX Small 2
36120,TOPIX Small 1
36260,TOPIX Mid400
36270,TOPIX Small 2
36320,TOPIX Small 1
36330,TOPIX Small 2
36350,TOPIX Mid400
36360,TOPIX Small 1
36490,TOPIX Small 2
36550,TOPIX Small 2
36560,TOPIX Small 2
36570,TOPIX Small 1
36590,TOPIX Mid400
36600,TOPIX Small 1
36610,TOPIX Small 1
36620,TOPIX Small 2
36650,TOPIX Small 2
36660,TOPIX Small 2
36680,TOPIX Small 1
36730,TOPIX Small 1
36750,TOPIX Small 2
36760,TOPIX Small 2
36770,TOPIX Small 2
36780,TOPIX Small 2
36790,TOPIX Small 2
36810,TOPIX Small 1
36830,TOPIX Small 2
36870,TOPIX Small 2
36880,TOPIX Small 2
36940,TOPIX Small 2
36960,TOPIX Small 2
36970,TOPIX Mid400
37080,TOPIX Small 1
37380,TOPIX Small 1
37410,TOPIX Small 2
37620,TOPIX Small 1
37630,TOPIX Small 2
37650,TOPIX Mid400
37690,TOPIX Mid400
37710,TOPIX Small 2
37740,TOPIX Mid400
37780,TOPIX Small 2
37880,TOPIX Small 2
38170,TOPIX Small 2
38340,TOPIX Small 2
38350,TOPIX Small 2
38360,TOPIX Small 1
38370,TOPIX Small 2
38390,TOPIX Small 2
38430,TOPIX Small 2
38440,TOPIX Small 1
38530,TOPIX Small 2
38540,TOPIX Small 2
38610,TOPIX Mid400
38630,TOPIX Small 1
38640,TOPIX Small 2
38650,TOPIX Small 1
38770,TOPIX Small 2
38800,TOPIX Mid400
39010,TOPIX Small 2
39020,TOPIX Small 1
39030,TOPIX Small 1
39120,TOPIX Small 2
39150,TOPIX Small 2
39160,TOPIX Small 2
39180,TOPIX Small 2
39210,TOPIX Small 2
39220,TOPIX Small 2
39230,TOPIX Mid400
39240,TOPIX Small 2
39250,TOPIX Small 2
39260,TOPIX Small 1
39280,TOPIX Small 2
39320,TOPIX Small 1
39340,TOPIX Small 2
39370,TOPIX Small 2
39390,TOPIX Small 2
39400,TOPIX Small 2
39410,TOPIX Mid400
39460,TOPIX Small 2
39500,TOPIX Small 2
39620,TOPIX Small 1
39630,TOPIX Small 2
39640,TOPIX Small 2
39680,TOPIX Small 2
39780,TOPIX Small 1
39810,TOPIX Small 2
39830,TOPIX Small 2
39840,TOPIX Small 2
39850,TOPIX Small 2
39920,TOPIX Small 2
39940,TOPIX Mid400
39960,TOPIX Small 2
40040,TOPIX Mid400
40050,TOPIX Mid400
40080,TOPIX Small 2
40210,TOPIX Mid400
40220,TOPIX Small 2
40230,TOPIX Small 1
40250,TOPIX Small 2
40270,TOPIX Small 2
40280,TOPIX Small 1
40410,TOPIX Small 1
40420,TOPIX Mid400
40430,TOPIX Mid400
40440,TOPIX Small 1
40450,TOPIX Mid400
40460,TOPIX Small 1
40470,TOPIX Small 1
40610,TOPIX Mid400
40620,TOPIX Mid400
40630,TOPIX Core30
40640,TOPIX Small 2
40720,TOPIX Small 2
40780,TOPIX Small 2
40820,TOPIX Small 1
40880,TOPIX Mid400
40910,TOPIX Mid400
40920,TOPIX Small 2
40930,TOPIX Small 2
40950,TOPIX Small 1
40970,TOPIX Small 2
40980,TOPIX Small 2
40990,TOPIX Small 2
41000,TOPIX Small 2
41090,TOPIX Small 1
41120,TOPIX Small 2
41140,TOPIX Mid400
41160,TOPIX Small 2
41180,TOPIX Mid400
41510,TOPIX Mid400
41820,TOPIX Mid400
41830,TOPIX Mid400
41850,TOPIX Mid400
41860,TOPIX Mid400
41870,TOPIX Small 1
41880,TOPIX Large70
41890,TOPIX Small 1
42020,TOPIX Mid400
42030,TOPIX Mid400
42040,TOPIX Mid400
42050,TOPIX Mid400
42060,TOPIX Mid400
42080,TOPIX Mid400
42120,TOPIX Small 2
42150,TOPIX Small 2
42160,TOPIX Small 2
42180,TOPIX Small 2
42200,TOPIX Small 2
42210,TOPIX Small 2
42280,TOPIX Small 2
42290,TOPIX Small 2
42450,TOPIX Small 2
42460,TOPIX Small 2
42480,TOPIX Small 2
42490,TOPIX Small 2
42510,TOPIX Small 1
42720,TOPIX Mid400
42750,TOPIX Small 2
42840,TOPIX Small 2
42860,TOPIX Small 2
42900,TOPIX Small 1
42950,TOPIX Small 2
42980,TOPIX Small 2
42990,TOPIX Small 2
43010,TOPIX Small 2
43070,TOPIX Mid400
43100,TOPIX Small 2
43180,TOPIX Small 2
43200,TOPIX Small 2
43230,TOPIX Small 2
43240,TOPIX Mid400
43260,TOPIX Small 1
43310,TOPIX Small 2
43330,TOPIX Small 2
43370,TOPIX Small 2
43430,TOPIX Small 2
43440,TOPIX Small 2
43450,TOPIX Small 2
43460,TOPIX Small 2
43480,TOPIX Small 1
43500,TOPIX Small 2
43620,TOPIX Small 2
43680,TOPIX Small 1
43690,TOPIX Small 1
43730,TOPIX Small 1
43820,TOPIX Small 2
43840,TOPIX Small 1
43850,TOPIX Mid400
43900,TOPIX Small 2
43920,TOPIX Small 2
43960,TOPIX Small 2
44010,TOPIX Mid400
44030,TOPIX Mid400
44100,TOPIX Small 2
44200,TOPIX Small 2
44230,TOPIX Small 1
44320,TOPIX Small 1
44330,TOPIX Small 2
44340,TOPIX Small 2
44390,TOPIX Small 2
44410,TOPIX Small 2
44430,TOPIX Mid400
44460,TOPIX Small 2
44490,TOPIX Small 1
44520,TOPIX Large70
44610,TOPIX Small 2
44620,TOPIX Small 2
44630,TOPIX Small 2
44650,TOPIX Small 2
44710,TOPIX Small 1
44810,TOPIX Small 2
44830,TOPIX Mid400
45020,TOPIX Core30
45030,TOPIX Core30
45060,TOPIX Mid400
45070,TOPIX Large70
45160,TOPIX Mid400
45190,TOPIX Large70
45210,TOPIX Mid400
45230,TOPIX Large70
45260,TOPIX Small 2
45270,TOPIX Mid400
45280,TOPIX Large70
45300,TOPIX Mid400
45340,TOPIX Small 1
45360,TOPIX Mid400
45380,TOPIX Small 2
45390,TOPIX Small 2
45400,TOPIX Mid400
45410,TOPIX Small 2
45430,TOPIX Large70
45440,TOPIX Mid400
45470,TOPIX Small 1
45480,TOPIX Small 2
45490,TOPIX Small 1
45510,TOPIX Small 1
45520,TOPIX Mid400
45530,TOPIX Small 1
45540,TOPIX Small 2
45590,TOPIX Small 1
45680,TOPIX Core30
45690,TOPIX Small 1
45740,TOPIX Small 2
45770,TOPIX Small 1
45780,TOPIX Large70
45870,TOPIX Mid400
46110,TOPIX Small 2
46120,TOPIX Mid400
46130,TOPIX Mid400
46170,TOPIX Small 1
46190,TOPIX Small 2
46200,TOPIX Small 2
46260,TOPIX Small 1
46310,TOPIX Mid400
46330,TOPIX Small 2
46340,TOPIX Small 1
46360,TOPIX Small 2
46410,TOPIX Small 2
46510,TOPIX Small 2
46530,TOPIX Small 2
46580,TOPIX Small 2
46610,TOPIX Large70
46620,TOPIX Small 2
46650,TOPIX Mid400
46660,TOPIX Mid400
46680,TOPIX Small 2
46710,TOPIX Small 2
46740,TOPIX Small 2
46760,TOPIX Mid400
46800,TOPIX Small 1
46810,TOPIX Mid400
46840,TOPIX Mid400
46860,TOPIX Mid400
46870,TOPIX Small 2
46890,TOPIX Large70
46940,TOPIX Small 1
47040,TOPIX Mid400
47080,TOPIX Small 1
47090,TOPIX Small 2
47140,TOPIX Small 1
47180,TOPIX Small 2
47190,TOPIX Small 2
47220,TOPIX Small 1
47250,TOPIX Small 2
47260,TOPIX Small 2
47320,TOPIX Mid400
47330,TOPIX Small 1
47390,TOPIX Mid400
47430,TOPIX Small 2
47450,TOPIX Small 2
47510,TOPIX Mid400
47550,TOPIX Mid400
47630,TOPIX Small 2
47650,TOPIX Small 2
47670,TOPIX Small 2
47680,TOPIX Mid400
47760,TOPIX Small 1
47920,TOPIX Small 2
48010,TOPIX Small 2
48090,TOPIX Small 2
48120,TOPIX Small 1
48130,TOPIX Small 2
48190,TOPIX Small 1
48200,TOPIX Small 2
48250,TOPIX Small 1
48260,TOPIX Small 2
48280,TOPIX Small 2
48390,TOPIX Small 2
48450,TOPIX Small 2
48470,TOPIX Small 2
48480,TOPIX Small 1
48490,TOPIX Small 1
48860,TOPIX Small 2
48870,TOPIX Mid400
49010,TOPIX Large70
49020,TOPIX Mid400
49110,TOPIX Large70
49120,TOPIX Mid400
49140,TOPIX Small 2
49170,TOPIX Small 1
49190,TOPIX Mid400
49210,TOPIX Mid400
49220,TOPIX Mid400
49230,TOPIX Small 2
49270,TOPIX Mid400
49280,TOPIX Small 1
49290,TOPIX Small 2
49310,TOPIX Small 2
49510,TOPIX Small 2
49550,TOPIX Small 2
49560,TOPIX Small 2
49580,TOPIX Small 1
49630,TOPIX Small 2
49670,TOPIX Mid400
49680,TOPIX Small 2
49710,TOPIX Small 1
49730,TOPIX Small 2
49740,TOPIX Small 1
49750,TOPIX Small 1
49770,TOPIX Small 2
49790,TOPIX Small 2
49800,TOPIX Mid400
49850,TOPIX Small 1
49960,TOPIX Small 1
49970,TOPIX Small 2
50110,TOPIX Small 2
50170,TOPIX Small 2
50180,TOPIX Small 2
50190,TOPIX Mid400
50200,TOPIX Large70
50210,TOPIX Mid400
50740,TOPIX Small 2
50760,TOPIX Mid400
51010,TOPIX Mid400
51050,TOPIX Mid400
51080,TOPIX Large70
51100,TOPIX Mid400
51210,TOPIX Small 2
51220,TOPIX Small 2
51280,TOPIX Small 2
51420,TOPIX Small 2
51850,TOPIX Small 2
51860,TOPIX Small 1
51910,TOPIX Small 2
51920,TOPIX Small 1
51950,TOPIX Small 2
52010,TOPIX Mid400
52020,TOPIX Small 1
52080,TOPIX Small 1
52140,TOPIX Mid400
52320,TOPIX Mid400
52330,TOPIX Mid400
52610,TOPIX Small 2
52620,TOPIX Small 2
52690,TOPIX Small 2
52880,TOPIX Small 2
53010,TOPIX Mid400
53020,TOPIX Small 1
53100,TOPIX Small 1
53310,TOPIX Small 1
53320,TOPIX Mid400
53330,TOPIX Mid400
53340,TOPIX Mid400
53440,TOPIX Small 1
53510,TOPIX Small 2
53520,TOPIX Small 2
53570,TOPIX Small 2
53670,TOPIX Small 2
53840,TOPIX Small 1
53930,TOPIX Small 1
54010,TOPIX Large70
54060,TOPIX Mid400
54080,TOPIX Small 2
54100,TOPIX Small 2
54110,TOPIX Mid400
54230,TOPIX Small 1
54400,TOPIX Small 1
54440,TOPIX Mid400
54450,TOPIX Small 2
54510,TOPIX Small 1
54630,TOPIX Mid400
54710,TOPIX Mid400
54800,TOPIX Small 1
54810,TOPIX Small 1
54820,TOPIX Small 2
54860,TOPIX Mid400
54910,TOPIX Small 2
55410,TOPIX Small 1
55630,TOPIX Small 1
56020,TOPIX Small 2
56310,TOPIX Mid400
56320,TOPIX Small 2
56590,TOPIX Small 2
56980,TOPIX Small 2
57020,TOPIX Small 1
57030,TOPIX Small 1
57060,TOPIX Mid400
57070,TOPIX Small 2
57110,TOPIX Mid400
57130,TOPIX Large70
57140,TOPIX Mid400
57150,TOPIX Small 2
57260,TOPIX Small 1
57270,TOPIX Small 1
57410,TOPIX Small 1
57570,TOPIX Small 2
58010,TOPIX Mid400
58020,TOPIX Large70
58030,TOPIX Mid400
58050,TOPIX Small 1
58090,TOPIX Small 2
58210,TOPIX Small 2
58300,TOPIX Mid400
58310,TOPIX Mid400
58320,TOPIX Mid400
58510,TOPIX Small 1
58520,TOPIX Small 2
58570,TOPIX Small 1
59010,TOPIX Mid400
59020,TOPIX Small 2
59110,TOPIX Small 1
59150,TOPIX Small 2
59290,TOPIX Mid400
59300,TOPIX Small 1
59320,TOPIX Small 2
59330,TOPIX Small 2
59380,TOPIX Mid400
59430,TOPIX Small 1
59460,TOPIX Small 2
59470,TOPIX Mid400
59490,TOPIX Small 1
59570,TOPIX Small 2
59590,TOPIX Small 2
59700,TOPIX Small 2
59750,TOPIX Small 1
59760,TOPIX Small 2
59810,TOPIX Small 2
59850,TOPIX Small 2
59880,TOPIX Small 1
59890,TOPIX Small 2
59910,TOPIX Mid400
59920,TOPIX Small 2
60050,TOPIX Mid400
60130,TOPIX Small 1
60280,TOPIX Mid400
60350,TOPIX Small 1
60360,TOPIX Small 1
60470,TOPIX Small 2
60500,TOPIX Small 2
60540,TOPIX Small 2
60550,TOPIX Small 1
60580,TOPIX Small 1
60620,TOPIX Small 2
60700,TOPIX Small 2
60710,TOPIX Small 2
60730,TOPIX Small 2
60780,TOPIX Small 2
60800,TOPIX Small 1
60820,TOPIX Small 2
60870,TOPIX Small 2
60880,TOPIX Small 1
60890,TOPIX Small 2
60930,TOPIX Small 2
60950,TOPIX Small 1
60960,TOPIX Small 2
60980,TOPIX Core30
60990,TOPIX Small 1
61010,TOPIX Small 1
61030,TOPIX Mid400
61040,TOPIX Small 1
61130,TOPIX Mid400
61180,TOPIX Small 1
61340,TOPIX Mid400
61350,TOPIX Small 1
61360,TOPIX Mid400
61400,TOPIX Small 1
61410,TOPIX Mid400
61430,TOPIX Small 1
61460,TOPIX Mid400
61510,TOPIX Small 2
61570,TOPIX Small 2
61650,TOPIX Small 2
61670,TOPIX Small 2
61710,TOPIX Small 2
61780,TOPIX Large70
61830,TOPIX Small 1
61840,TOPIX Small 2
61850,TOPIX Small 2
61890,TOPIX Small 2
61910,TOPIX Small 1
61940,TOPIX Small 1
61960,TOPIX Small 1
61970,TOPIX Small 1
61990,TOPIX Small 2
62000,TOPIX Small 1
62010,TOPIX Mid400
62030,TOPIX Small 2
62100,TOPIX Small 2
62180,TOPIX Small 2
62220,TOPIX Small 1
62350,TOPIX Small 1
62370,TOPIX Small 2
62380,TOPIX Small 2
62400,TOPIX Small 2
62470,TOPIX Small 2
62500,TOPIX Small 1
62540,TOPIX Small 2
62580,TOPIX Small 1
62620,TOPIX Small 2
62640,TOPIX Small 2
62660,TOPIX Small 2
62680,TOPIX Mid400
62690,TOPIX Small 1
62720,TOPIX Small 2
62730,TOPIX Core30
62770,TOPIX Small 1
62780,TOPIX Small 2
62820,TOPIX Small 2
62840,TOPIX Small 1
62870,TOPIX Small 1
62890,TOPIX Small 1
62910,TOPIX Small 2
62930,TOPIX Small 2
62940,TOPIX Small 2
62980,TOPIX Small 2
63010,TOPIX Large70
63020,TOPIX Mid400
63050,TOPIX Mid400
63060,TOPIX Small 2
63090,TOPIX Small 2
63100,TOPIX Small 2
63150,TOPIX Small 1
63170,TOPIX Small 2
63230,TOPIX Small 1
63260,TOPIX Large70
63280,TOPIX Small 2
63300,TOPIX Small 2
63310,TOPIX Small 2
63320,TOPIX Small 2
63330,TOPIX Small 2
63390,TOPIX Small 2
63400,TOPIX Small 2
63450,TOPIX Small 2
63490,TOPIX Small 2
63510,TOPIX Small 2
63580,TOPIX Small 2
63610,TOPIX Mid400
63630,TOPIX Small 2
63640,TOPIX Small 2
63670,TOPIX Core30
63680,TOPIX Small 1
63690,TOPIX Small 2
63700,TOPIX Mid400
63710,TOPIX Small 1
63760,TOPIX Small 1
63790,TOPIX Small 2
63810,TOPIX Small 2
63830,TOPIX Mid400
63870,TOPIX Small 2
63900,TOPIX Small 2
63950,TOPIX Mid400
64060,TOPIX Mid400
64070,TOPIX Small 1
64090,TOPIX Small 1
64120,TOPIX Small 1
64130,TOPIX Small 1
64170,TOPIX Mid400
64180,TOPIX Small 2
64190,TOPIX Small 2
64200,TOPIX Small 2
64280,TOPIX Small 2
64300,TOPIX Small 2
64320,TOPIX Small 1
64360,TOPIX Mid400
64400,TOPIX Small 2
64440,TOPIX Small 2
64450,TOPIX Small 2
64480,TOPIX Mid400
64540,TOPIX Small 2
64550,TOPIX Small 2
64570,TOPIX Mid400
64580,TOPIX Small 2
64590,TOPIX Small 2
64600,TOPIX Mid400
64610,TOPIX Small 2
64620,TOPIX Small 2
64630,TOPIX Small 1
64640,TOPIX Small 1
64650,TOPIX Mid400
64700,TOPIX Small 2
64710,TOPIX Mid400
64720,TOPIX Mid400
64730,TOPIX Mid400
64740,TOPIX Small 1
64790,TOPIX Mid400
64800,TOPIX Small 1
64810,TOPIX Mid400
64820,TOPIX Small 2
64850,TOPIX Small 2
64860,TOPIX Small 2
64900,TOPIX Small 1
64980,TOPIX Small 1
65010,TOPIX Core30
65020,TOPIX Large70
65030,TOPIX Large70
65040,TOPIX Mid400
65060,TOPIX Mid400
65070,TOPIX Small 1
65080,TOPIX Small 1
65160,TOPIX Small 1
65170,TOPIX Small 2
65230,TOPIX Small 1
65260,TOPIX Small 2
65320,TOPIX Mid400
65330,TOPIX Small 2
65350,TOPIX Small 2
65380,TOPIX Small 2
65390,TOPIX Small 2
65440,TOPIX Small 1
65560,TOPIX Small 2
65600,TOPIX Small 2
65640,TOPIX Small 1
65690,TOPIX Small 2
65710,TOPIX Small 2
65720,TOPIX Small 2
65840,TOPIX Small 1
65860,TOPIX Mid400
65880,TOPIX Small 1
65900,TOPIX Small 1
65920,TOPIX Mid400
65940,TOPIX Core30
66150,TOPIX Small 2
66160,TOPIX Small 1
66170,TOPIX Small 2
66190,TOPIX Small 1
66200,TOPIX Small 2
66220,TOPIX Small 1
66300,TOPIX Small 1
66320,TOPIX Small 1
66380,TOPIX Small 2
66400,TOPIX Small 2
66410,TOPIX Small 1
66440,TOPIX Small 2
66450,TOPIX Large70
66510,TOPIX Small 1
66520,TOPIX Small 1
66530,TOPIX Small 2
66740,TOPIX Mid400
66750,TOPIX Small 2
66760,TOPIX Small 2
66780,TOPIX Small 2
66990,TOPIX Small 2
67010,TOPIX Mid400
67020,TOPIX Large70
67030,TOPIX Small 1
67040,TOPIX Small 2
67060,TOPIX Small 2
67070,TOPIX Small 1
